2019-07-06,2644.6638306519408
2019-07-07,2135.226272950111
2019-07-08,3456.868864040861
2019-07-09,3256.967322303828
2019-07-10,3428.043310346348
2019-07-11,3312.1911908124894
2019-07-12,3023.0457529511227
2019-07-13,2884.161183293106
2019-07-14,1931.866708558031
2019-07-15,3671.5270533571515
2019-07-16,3074.5718322114362
2019-07-17,3621.4691332577054
2019-07-18,3149.853745633962
2019-07-19,3197.9622744367875
2019-07-20,2740.4345048019686
2019-07-21,2091.1834028508656
2019-07-22,3542.8954427353215
2019-07-23,3217.0597258104303
2019-07-24,3507.3766144900137
2019-07-25,3278.543346512576
2019-07-26,3097.4036108802666
2019-07-27,2857.4057156217855
2019-07-28,2003.7276469117269
2019-07-29,3647.795178752649
2019-07-30,3138.490739178058
2019-07-31,3602.478457522583
2019-08-01,3209.2101915127796
2019-08-02,3184.2377070141724
2019-08-03,2796.9871277149855
2019-08-04,2084.1335960413944
2019-08-05,3593.7901068672463
2019-08-06,3210.29150172992
2019-08-07,3555.23286198188
2019-08-08,3274.575886458121
2019-08-09,3143.5556648361985
2019-08-10,2857.2286349783144
2019-08-11,2050.3078741397067
2019-08-12,3360.5753141273835
2019-08-13,3179.7645672660174
2019-08-14,3604.8088363028955
2019-08-15,2960.9795680884117
2019-08-16,3189.603558532348
2019-08-17,2835.3541355189477
2019-08-18,2094.170751741353
2019-08-19,3628.393580183662
2019-08-20,3218.8308887487
2019-08-21,3588.4894693462393
2019-08-22,3284.3152478942384
2019-08-23,3176.6206206529077
2019-08-24,2582.024844570451
2019-08-25,2085.1506684581855
2019-08-26,3658.9378755928583
2019-08-27,3210.5252953734316
2019-08-28,3616.9780919951913
2019-08-29,3277.9179570683855
2019-08-30,3203.7741913847685
2019-08-31,2865.2708267342614
2019-09-01,2112.081099410392
2019-09-02,3368.1305769141445
2019-09-03,3234.424246744925
2019-09-04,3614.9585078610708
2019-09-05,3300.3678878542582
2019-09-06,3203.596505690105
2019-09-07,2887.059597504093
2019-09-08,2114.5248560357586
2019-09-09,3675.0616490103125
2019-09-10,2949.0923889433407
2019-09-11,3346.375484065524
2019-09-12,3303.1674491873932
2019-09-13,3221.98881339325
2019-09-14,2891.2434331474697
2019-09-15,2133.599989677184
2019-09-16,3678.9260696807837
2019-09-17,3253.251326759957
2019-09-18,3638.256004001034
2019-09-19,3319.3116668376124
2019-09-20,3227.722557090876
2019-09-21,2907.3790701934577
2019-09-22,2141.3321626541947
2019-09-23,3693.496680818095
2019-09-24,3259.953509393969
2019-09-25,3652.4294436969403
2019-09-26,3326.3526412224082
2019-09-27,3242.0438979938885
2019-09-28,2915.3578265127644
2019-09-29,2156.753555283456
2019-09-30,3700.760253530108
