2019-07-24,27666.801280707725
2019-07-25,25169.172701661173
2019-07-26,22760.282255959377
2019-07-27,19770.68350582431
2019-07-28,13089.14187247555
2019-07-29,14195.49715797399
2019-07-30,13270.994031651553
2019-07-31,14455.803151531329
2019-08-01,13537.426682412603
2019-08-02,13074.912724733378
2019-08-03,13435.873790053362
2019-08-04,9262.650835507131
2019-08-05,12562.73407652046
2019-08-06,13553.144273455848
2019-08-07,14394.325612855595
2019-08-08,14621.706550830617
2019-08-09,16094.264811894598
2019-08-10,19340.010697438658
2019-08-11,18793.66481044344
2019-08-12,21056.24609003158
2019-08-13,25629.00486503261
2019-08-14,27041.27106715761
2019-08-15,22661.29839411141
2019-08-16,27460.80201929346
2019-08-17,27938.347306365053
2019-08-18,23304.521361749423
2019-08-19,27044.336178893678
2019-08-20,25900.821453336554
2019-08-21,26290.732381333495
2019-08-22,25902.44170831841
2019-08-23,25331.196385178562
2019-08-24,20062.18159478146
2019-08-25,17393.054760900428
2019-08-26,18086.032693544978
2019-08-27,15829.94079086972
2019-08-28,14786.885741529364
2019-08-29,13099.903618520973
2019-08-30,13821.062688611946
2019-08-31,12974.63133784614
2019-09-01,8925.603792632664
2019-09-02,9373.509560084734
2019-09-03,13083.888316403696
2019-09-04,13888.382414106876
2019-09-05,13550.580388942466
2019-09-06,14078.964535296243
2019-09-07,14474.687827949729
2019-09-08,11972.968638139435
2019-09-09,18813.216536802054
2019-09-10,17884.195751067924
2019-09-11,19821.414219544396
2019-09-12,24569.092062283577
2019-09-13,25897.821738351668
2019-09-14,25463.814777736294
2019-09-15,22272.246545327118
2019-09-16,26539.98374053171
2019-09-17,26030.613195624945
2019-09-18,25817.307572124733
2019-09-19,24906.62652155642
2019-09-20,25234.642442836313
2019-09-21,24845.845891250454
2019-09-22,20510.655185535306
2019-09-23,23068.360052384087
2019-09-24,20637.301099291304
2019-09-25,17866.562189774268
2019-09-26,15886.648930098914
2019-09-27,15081.772084643555
2019-09-28,13563.039465407024
2019-09-29,10452.380560009018
2019-09-30,13526.365529351582
2019-10-01,13244.302648986002
2019-10-02,13700.706864197882
2019-10-03,13637.581470050649
2019-10-04,14377.257836796027
2019-10-05,14045.248528212018
2019-10-06,10709.582253756027
2019-10-07,14886.984206783985
2019-10-08,16098.207143182912
2019-10-09,18758.414800014227
2019-10-10,21416.87055034131
2019-10-11,23153.564172565584
2019-10-12,23987.766321188952
2019-10-13,21139.925214132534
2019-10-14,24585.782516065727
2019-10-15,25285.82710278391
2019-10-16,25610.608206124532
2019-10-17,25210.296629568653
2019-10-18,25075.530483630708
2019-10-19,24293.390789315436
2019-10-20,20611.36527379211
2019-10-21,24127.73026045668
2019-10-22,23753.958251049666
2019-10-23,22559.814381567798
2019-10-24,20281.14920277906
